-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2023 in LST
Location: latitude  -1.2921   longitude 36.8219 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1642.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR
2019,4,17,7.2094,22.82,46.24,3.64,0.03
2019,4,18,6.852,23.61,52.47,3.47,0.02
2019,4,19,6.4154,23.92,58.69,3.55,0.29
2019,4,20,6.8662,24.04,58.12,2.65,0.57
2019,4,21,6.3689,22.4,67.08,2.17,0.64
2019,4,22,5.8726,22.62,65.94,2.43,1.23
2019,4,23,5.2075,23.04,65.93,1.58,3.03
2019,4,24,5.4221,21.66,68.22,2.36,2.18
2019,4,25,5.3369,22.25,67.8,2.32,4.7
2019,4,26,4.9745,21.28,78.36,2.02,13.43
2019,4,27,4.7402,21.4,77.0,1.16,3.09
2019,4,28,6.7978,22.73,71.29,2.03,0.77
2019,4,29,6.3346,22.12,72.23,3.65,0.45
2019,4,30,5.7722,22.07,72.49,3.87,0.47
2019,5,1,6.865,22.25,68.69,3.69,0.29
2019,5,2,6.3161,22.13,67.18,3.26,0.23
2019,5,3,5.3762,21.86,67.04,3.05,0.32
2019,5,4,5.3162,21.46,71.16,3.55,1.37
2019,5,5,5.7122,20.86,72.75,3.4,11.03
2019,5,6,5.7475,21.25,71.63,3.3,1.83
2019,5,7,6.2578,20.92,70.02,3.24,2.22
2019,5,8,5.8646,20.49,69.14,2.82,0.46
2019,5,9,5.8646,20.01,72.04,2.23,1.87
2019,5,10,5.0508,18.66,70.77,3.23,0.17
2019,5,11,5.6597,18.57,66.62,2.97,1.07
2019,5,12,5.0546,19.99,67.38,2.76,0.96
2019,5,13,4.95,20.23,73.17,2.59,1.49
2019,5,14,4.7026,20.58,68.71,3.66,0.75
2019,5,15,5.8322,20.66,71.37,3.53,0.8
2019,5,16,5.6249,20.76,69.9,3.35,1.4
2019,5,17,5.9208,20.86,72.8,3.53,1.17
2019,5,18,4.2454,19.51,76.8,3.82,2.48
2019,5,19,4.458,18.61,75.55,2.5,2.87
2019,5,20,5.0964,19.21,73.72,2.83,1.0
2019,5,21,5.8274,20.18,62.43,2.87,0.05
2019,5,22,5.6515,20.28,69.7,2.59,0.96
2019,5,23,5.165,19.17,77.07,2.88,6.18
2019,5,24,4.8391,19.0,74.15,3.11,2.46
2019,5,25,4.0944,18.68,70.78,3.04,0.81
2019,5,26,4.1441,19.24,71.85,3.08,0.69
2019,5,27,4.3567,19.09,74.9,2.61,0.78
2019,5,28,5.0642,18.97,73.95,2.66,0.34
2019,5,29,4.5569,19.39,69.06,2.63,0.28
2019,5,30,6.1562,20.05,66.23,2.13,0.17
2019,5,31,5.0525,19.93,72.59,1.49,1.06
2019,6,1,5.5234,20.47,74.69,1.3,4.6
2019,6,2,4.0598,19.92,81.03,1.82,10.97
2019,6,3,4.5547,19.08,76.18,1.86,3.93
2019,6,4,3.5695,19.52,75.47,1.55,2.02
2019,6,5,3.1008,18.43,79.62,1.7,4.95
2019,6,6,4.0236,18.43,77.45,1.59,3.22
2019,6,7,4.2082,19.11,77.33,1.36,2.54
2019,6,8,4.1609,18.4,76.85,1.94,1.12
2019,6,9,1.943,18.0,80.93,2.08,1.98
2019,6,10,2.9081,18.51,70.87,2.2,0.23
2019,6,11,3.5614,17.45,72.85,1.79,0.67
2019,6,12,3.1586,18.35,75.28,2.15,0.42
2019,6,13,4.7693,19.3,72.77,2.04,0.35
2019,6,14,4.4251,19.35,76.3,2.16,0.57
2019,6,15,3.247,19.17,75.08,1.63,0.46
2019,6,16,4.6886,19.35,70.17,2.03,0.28
2019,6,17,5.5771,18.91,65.01,2.14,0.05
2019,6,18,4.7414,19.2,64.91,2.08,0.11
2019,6,19,5.4917,19.58,71.5,1.42,0.39
2019,6,20,5.0405,19.73,71.6,1.75,0.52
2019,6,21,3.6859,19.27,73.97,1.58,1.13
2019,6,22,5.0741,18.8,72.9,1.66,0.65
2019,6,23,4.5098,18.5,71.12,1.39,0.48
2019,6,24,2.7341,19.69,75.04,0.94,2.87
2019,6,25,3.9353,18.15,82.98,1.16,6.2
2019,6,26,3.6809,18.3,77.53,2.18,1.77
2019,6,27,4.5962,19.1,74.42,1.69,0.94
2019,6,28,4.175,19.57,72.11,1.61,0.63
2019,6,29,6.0209,19.72,66.96,1.75,1.13
2019,6,30,5.3736,19.65,61.74,2.1,0.02
2019,7,1,5.2603,20.18,65.1,2.33,0.19
2019,7,2,5.5522,20.44,67.13,1.94,0.11
2019,7,3,3.9214,19.6,67.85,2.15,0.4
2019,7,4,5.3179,19.13,63.96,1.79,0.2
2019,7,5,5.5154,19.44,64.23,1.75,0.2
2019,7,6,4.5487,19.45,69.26,2.44,0.52
2019,7,7,4.5931,19.63,66.5,2.59,0.09
2019,7,8,5.5241,20.1,62.64,2.47,0.06
2019,7,9,6.2455,20.42,59.81,2.59,0.06
2019,7,10,5.1026,20.5,63.09,2.22,0.27
2019,7,11,5.4067,20.44,64.11,3.5,0.22
2019,7,12,5.8171,20.64,58.93,2.9,0.16
2019,7,13,5.0633,19.42,62.46,3.06,0.32
2019,7,14,4.6822,19.61,63.44,2.98,0.18
2019,7,15,5.0578,18.95,64.78,3.68,0.36
2019,7,16,4.3435,18.74,61.48,3.3,0.14
2019,7,17,4.4186,19.0,65.24,3.61,0.21
2019,7,18,5.1583,18.88,61.34,3.55,0.1
2019,7,19,5.3566,19.07,67.04,2.91,0.29
2019,7,20,4.963,19.23,66.05,1.81,0.39
2019,7,21,5.903,19.79,61.61,2.12,0.78
2019,7,22,4.5703,19.59,57.67,2.4,0.04
2019,7,23,5.7917,18.73,51.8,1.97,0.05
2019,7,24,5.7228,20.31,47.4,2.43,0.02
2019,7,25,6.3866,19.86,52.18,2.29,0.15
2019,7,26,6.2767,20.29,54.31,2.57,0.01
2019,7,27,6.2189,19.93,56.53,2.7,0.27
2019,7,28,5.3671,19.48,58.6,2.36,0.33
2019,7,29,4.9846,19.75,60.92,2.02,1.49
2019,7,30,3.9305,18.39,71.86,1.46,3.48
2019,7,31,3.6132,18.69,75.01,2.24,4.11
2019,8,1,4.813,19.08,68.18,2.54,1.01
2019,8,2,5.1797,19.67,68.77,3.64,0.22
2019,8,3,6.2429,18.96,62.57,3.39,0.03
2019,8,4,7.1962,19.55,59.39,3.09,0.05
2019,8,5,6.9106,20.87,57.12,2.12,0.05
2019,8,6,6.7248,21.42,55.23,2.29,0.03
2019,8,7,5.0129,21.29,63.84,3.41,0.36
2019,8,8,5.5162,20.29,62.88,3.8,0.28
2019,8,9,6.5124,20.5,55.01,2.92,0.01
2019,8,10,5.9902,20.01,60.48,2.83,0.38
2019,8,11,4.0973,19.55,66.06,3.01,0.24
2019,8,12,6.3079,18.67,59.94,2.43,0.13
2019,8,13,6.6374,20.0,59.71,2.82,0.11
2019,8,14,4.7702,19.43,60.4,2.43,0.23
2019,8,15,5.0153,18.99,55.61,2.79,0.09
2019,8,16,3.9132,18.66,61.82,2.75,0.16
2019,8,17,5.3254,19.85,58.88,2.45,0.14
2019,8,18,5.0782,19.84,63.18,2.63,0.45
2019,8,19,4.033,19.81,62.64,2.77,0.72
2019,8,20,5.3304,19.54,59.97,2.31,0.6
2019,8,21,4.8816,19.62,62.3,2.86,0.29
2019,8,22,5.2591,20.59,59.92,2.96,0.29
2019,8,23,5.6513,20.7,58.39,3.0,0.44
2019,8,24,4.109,19.66,66.23,3.86,1.62
2019,8,25,5.9995,20.2,53.98,3.58,0.01
2019,8,26,6.1582,20.7,59.48,3.41,0.11
2019,8,27,6.4366,21.25,57.2,2.17,0.26
2019,8,28,6.2503,20.73,62.12,2.22,1.35
2019,8,29,5.4254,20.51,61.65,2.18,0.79
2019,8,30,5.6117,20.84,64.05,2.45,0.77
2019,8,31,5.3592,20.03,66.94,1.54,0.92
2019,9,1,4.7827,21.08,64.33,1.5,1.06
2019,9,2,6.2326,21.45,61.5,2.45,1.05
2019,9,3,5.3594,20.11,63.46,2.74,0.34
2019,9,4,5.1996,21.23,59.11,2.7,0.18
2019,9,5,5.2498,19.17,59.79,2.86,0.21
2019,9,6,6.0998,20.35,62.52,2.31,0.24
2019,9,7,3.3487,19.54,62.3,2.94,0.74
2019,9,8,3.325,19.5,61.63,3.07,0.36
2019,9,9,4.9987,20.37,57.08,4.23,0.07
2019,9,10,4.8814,20.24,69.18,3.9,1.36
2019,9,11,6.3922,20.91,60.32,3.61,0.12
2019,9,12,6.66,21.27,57.24,3.5,0.09
2019,9,13,7.5178,21.92,55.97,3.67,0.09
2019,9,14,7.4021,22.19,55.94,3.5,0.13
2019,9,15,7.2814,22.02,55.74,3.51,0.13
2019,9,16,7.3313,21.51,57.9,3.87,0.06
2019,9,17,7.4678,21.05,50.33,3.56,0.06
2019,9,18,6.93,21.42,54.1,3.26,0.05
2019,9,19,7.8137,20.94,52.04,3.87,0.06
2019,9,20,7.0205,20.68,51.22,3.65,0.02
2019,9,21,6.755,21.34,55.6,3.27,0.03
2019,9,22,6.4762,21.03,58.8,2.87,0.46
2019,9,23,6.5928,20.5,56.48,2.48,0.96
2019,9,24,5.9863,20.98,61.27,2.66,0.67
2019,9,25,5.2944,20.85,59.61,2.31,0.64
2019,9,26,4.8372,20.88,67.97,4.32,2.17
2019,9,27,4.4983,20.53,62.36,4.09,0.54
2019,9,28,6.9504,22.12,51.83,3.22,0.12
2019,9,29,7.4388,22.09,50.03,3.32,0.09
2019,9,30,7.2814,22.28,55.75,3.46,0.4
2019,10,1,6.593,21.89,64.5,3.75,2.22
2019,10,2,6.6091,21.67,63.16,4.26,1.75
2019,10,3,6.2777,20.1,67.31,4.92,2.45
2019,10,4,5.2958,20.18,64.01,4.1,1.01
2019,10,5,4.8914,19.64,71.49,4.12,4.68
2019,10,6,4.5612,18.88,69.25,3.98,1.07
2019,10,7,6.7754,19.57,59.9,3.57,0.24
2019,10,8,6.9785,20.41,64.32,3.73,2.75
2019,10,9,5.7902,20.46,70.86,4.32,6.87
2019,10,10,5.3558,19.94,72.78,4.81,4.56
2019,10,11,4.8396,19.92,72.25,4.61,4.45
2019,10,12,4.722,19.83,71.76,4.27,12.4
2019,10,13,4.811,19.94,75.43,4.05,6.36
2019,10,14,4.4856,20.06,74.89,3.64,4.25
2019,10,15,5.7142,19.32,62.62,3.05,0.12
2019,10,16,6.9041,19.77,69.81,3.12,1.8
2019,10,17,4.6812,20.09,75.49,3.6,3.17
2019,10,18,5.0786,19.59,75.72,3.47,5.68
2019,10,19,4.813,19.8,75.48,3.57,2.06
2019,10,20,6.0902,20.13,69.46,3.51,0.68
2019,10,21,6.8107,20.83,71.25,3.02,0.85
2019,10,22,6.6991,21.1,69.27,3.26,1.95
2019,10,23,5.8596,20.97,71.9,3.86,2.66
2019,10,24,6.0394,20.01,69.79,4.3,2.71
2019,10,25,5.8217,19.78,71.61,3.97,26.11
2019,10,26,4.2137,19.65,75.92,3.51,10.05
2019,10,27,6.486,20.1,73.29,3.5,3.4
2019,10,28,6.3602,19.58,75.03,2.57,9.27
2019,10,29,6.2052,19.88,78.88,3.05,3.58
2019,10,30,4.8559,19.8,80.65,3.35,7.04
2019,10,31,6.4435,19.79,74.11,2.94,1.0
2019,11,1,6.3221,19.92,71.99,2.53,0.43
2019,11,2,6.798,19.7,69.84,2.68,0.18
2019,11,3,6.1615,20.04,70.63,2.82,0.28
2019,11,4,6.5503,20.16,68.7,3.18,0.35
2019,11,5,7.0142,20.55,67.67,3.05,0.19
2019,11,6,6.7106,20.89,67.17,2.76,0.75
2019,11,7,5.9954,20.61,72.22,3.38,1.99
2019,11,8,5.7984,20.7,66.38,3.55,0.22
2019,11,9,6.133,19.97,74.41,3.22,0.87
2019,11,10,5.9664,20.85,73.61,3.77,1.92
2019,11,11,5.2946,20.43,76.59,3.71,2.46
2019,11,12,4.9296,19.78,81.43,3.61,3.66
2019,11,13,4.0788,19.93,81.08,2.93,4.16
2019,11,14,4.9368,18.65,86.27,3.01,5.41
2019,11,15,6.1128,20.46,76.43,3.54,2.97
2019,11,16,6.8662,20.5,77.51,4.25,0.8
2019,11,17,6.6084,19.57,79.83,4.23,2.65
2019,11,18,5.5774,20.19,79.04,4.28,6.57
2019,11,19,5.6585,19.78,78.35,4.68,3.7
2019,11,20,5.9966,19.61,77.74,3.13,2.41
2019,11,21,6.0948,20.59,74.88,2.38,1.71
2019,11,22,6.1265,19.81,79.76,2.94,3.51
2019,11,23,3.9955,19.03,84.92,3.67,4.78
2019,11,24,4.7033,19.77,80.94,2.22,7.33
2019,11,25,4.2914,18.9,80.05,1.8,7.51
2019,11,26,4.9054,19.33,80.79,1.28,5.16
2019,11,27,6.2722,19.84,80.68,3.45,2.11
2019,11,28,6.3962,19.85,75.38,3.66,0.25
2019,11,29,5.2886,20.33,77.05,2.64,1.57
2019,11,30,4.6963,19.82,81.48,3.01,7.77
2019,12,1,4.4177,19.52,83.94,3.53,13.99
2019,12,2,4.7131,19.33,80.02,2.77,7.81
2019,12,3,4.5905,19.71,83.29,2.75,6.43
2019,12,4,5.1929,19.67,78.15,2.13,1.18
2019,12,5,4.7616,19.78,78.85,2.35,1.33
2019,12,6,6.1241,19.96,81.57,2.71,3.95
2019,12,7,4.565,19.8,83.37,2.79,3.36
2019,12,8,4.1686,20.27,79.84,2.2,2.29
2019,12,9,3.5455,19.67,84.04,2.14,4.21
2019,12,10,4.1801,19.99,83.92,3.34,11.05
2019,12,11,5.8685,19.39,82.56,3.66,1.65
2019,12,12,5.6998,19.43,79.38,3.14,2.99
2019,12,13,6.0461,18.95,82.63,3.14,3.48
2019,12,14,6.0286,18.95,83.06,3.01,2.96
2019,12,15,6.1238,19.02,82.45,3.18,7.42
2019,12,16,6.739,19.47,80.51,3.02,1.69
2019,12,17,6.151,19.45,81.62,2.76,0.38
2019,12,18,6.5062,19.77,81.7,3.67,0.36
2019,12,19,7.4052,19.0,73.63,4.07,0.0
2019,12,20,7.2142,19.76,73.22,3.39,2.54
2019,12,21,5.0316,19.25,84.14,3.35,2.64
2019,12,22,5.3966,19.71,79.94,3.02,0.46
2019,12,23,5.1322,20.0,79.92,2.46,2.56
2019,12,24,5.4571,20.17,80.02,2.52,2.44
2019,12,25,5.8536,20.21,80.79,2.88,2.69
2019,12,26,4.5538,20.56,79.51,2.2,1.15
2019,12,27,5.8207,20.9,77.18,1.53,0.76
2019,12,28,4.8108,20.98,78.19,1.63,2.76
2019,12,29,5.4818,20.25,79.51,2.99,1.38
2019,12,30,6.4157,20.16,76.2,3.68,0.1
2019,12,31,7.1232,19.86,78.21,3.65,1.35
2020,1,1,7.4345,20.0,70.8,3.81,0.04
2020,1,2,7.0834,19.58,79.03,4.19,1.01
2020,1,3,6.558,19.87,78.48,4.39,0.67
2020,1,4,6.4325,19.28,78.37,3.98,0.12
2020,1,5,6.5299,19.22,74.71,2.97,0.38
2020,1,6,6.4258,20.02,73.43,3.06,0.93
2020,1,7,5.7019,19.77,81.17,4.05,2.01
2020,1,8,4.1978,19.88,78.21,4.22,4.44
2020,1,9,6.1306,19.68,80.67,3.1,2.16
2020,1,10,6.5165,20.65,73.52,3.14,0.85
2020,1,11,6.4586,20.46,66.97,2.63,0.17
2020,1,12,6.0852,20.38,69.13,1.28,0.23
2020,1,13,4.1021,19.69,79.1,1.64,13.62
2020,1,14,6.1694,20.03,76.92,3.25,8.22
2020,1,15,6.7867,20.31,77.73,3.49,2.18
2020,1,16,6.133,20.43,76.3,2.98,1.29
2020,1,17,5.777,19.5,79.89,2.15,2.13
2020,1,18,6.0665,20.77,72.67,1.87,3.84
2020,1,19,5.9314,20.8,69.85,1.97,0.35
2020,1,20,6.9677,21.56,66.78,2.12,0.13
2020,1,21,5.9071,22.18,62.2,1.73,0.06
2020,1,22,6.3288,22.17,63.59,2.23,0.02
2020,1,23,5.052,19.88,74.09,2.17,0.48
2020,1,24,3.2186,20.34,76.27,2.59,1.05
2020,1,25,4.7822,19.6,85.94,3.37,4.56
2020,1,26,4.6656,19.84,79.64,3.56,8.59
2020,1,27,4.9903,20.15,79.49,3.77,4.47
2020,1,28,4.6469,19.15,82.02,4.07,11.6
2020,1,29,5.3453,19.27,81.87,3.18,3.86
2020,1,30,5.3196,19.78,79.44,2.98,2.38
2020,1,31,6.2755,19.76,81.48,1.97,7.5
2020,2,1,4.1633,19.06,82.58,1.67,9.54
2020,2,2,4.6735,19.01,82.57,1.4,3.59
2020,2,3,6.8069,19.98,78.86,1.91,2.21
2020,2,4,6.7056,19.67,77.69,2.68,0.38
2020,2,5,7.2415,18.99,78.36,3.1,0.42
2020,2,6,6.7142,19.8,71.43,3.41,0.09
2020,2,7,7.7976,19.96,69.74,3.85,0.01
2020,2,8,7.5187,19.47,73.29,3.78,0.34
2020,2,9,7.7086,19.94,71.4,3.28,0.11
2020,2,10,7.8924,20.09,61.83,2.57,0.0
2020,2,11,7.8007,21.47,56.81,1.68,0.0
2020,2,12,7.4069,21.74,62.92,2.04,0.04
2020,2,13,6.6118,20.63,76.09,4.33,2.05
2020,2,14,6.0931,20.37,74.19,4.96,0.51
2020,2,15,6.5532,19.72,80.3,4.36,4.51
2020,2,16,4.9334,20.26,75.91,4.01,1.5
2020,2,17,7.2773,21.28,72.96,3.61,0.4
2020,2,18,7.0051,21.5,72.94,3.56,0.84
2020,2,19,6.6893,21.61,71.64,3.72,1.16
2020,2,20,7.5156,22.32,68.08,3.56,0.33
2020,2,21,6.864,21.87,67.79,3.6,0.26
2020,2,22,6.605,21.2,72.55,4.02,0.49
2020,2,23,6.091,21.06,74.89,4.41,0.55
2020,2,24,6.773,21.61,68.44,3.81,0.09
2020,2,25,5.3134,22.18,65.62,2.72,0.57
2020,2,26,5.3203,21.02,73.4,3.4,4.53
2020,2,27,6.0295,20.84,77.28,3.98,1.13
2020,2,28,6.6343,21.79,67.75,3.42,0.22
2020,2,29,6.1582,22.8,62.6,1.84,0.08
2020,3,1,5.6016,20.32,80.0,1.76,6.86
2020,3,2,4.2586,21.36,75.23,0.88,13.12
2020,3,3,5.5008,22.08,72.64,1.1,1.86
2020,3,4,5.3705,20.2,77.78,2.16,5.22
2020,3,5,6.6636,20.93,69.41,1.45,8.53
2020,3,6,7.4894,22.33,66.95,1.84,1.4
2020,3,7,7.4676,22.36,69.42,1.56,1.62
2020,3,8,5.8874,20.84,80.69,2.9,2.78
2020,3,9,5.2625,21.66,76.7,1.9,5.66
2020,3,10,6.0708,22.26,71.91,1.68,0.88
2020,3,11,6.2813,21.75,76.55,2.82,0.53
2020,3,12,5.604,21.23,76.27,3.81,1.16
2020,3,13,6.1589,21.82,75.82,3.81,2.02
2020,3,14,6.2916,21.85,74.6,3.06,4.05
2020,3,15,7.5216,22.42,65.78,3.23,0.03
2020,3,16,7.0942,22.42,69.67,3.06,0.25
2020,3,17,6.0142,21.58,74.41,3.52,1.37
2020,3,18,6.2686,21.34,71.95,3.32,1.49
2020,3,19,6.0202,21.13,71.83,3.35,1.77
2020,3,20,6.4918,20.54,75.49,3.53,1.59
2020,3,21,7.1316,21.61,65.17,3.99,0.31
2020,3,22,7.475,21.32,65.33,3.47,0.22
2020,3,23,7.0488,20.94,68.62,3.18,0.0
2020,3,24,6.2803,21.11,70.69,2.88,0.16
2020,3,25,6.559,20.53,75.45,2.04,1.32
2020,3,26,6.509,20.48,79.7,1.46,9.77
2020,3,27,4.1729,18.55,85.71,1.91,12.14
2020,3,28,4.1822,20.71,74.05,2.3,7.88
2020,3,29,5.8718,19.08,83.4,2.0,10.14
2020,3,30,6.5546,20.81,74.22,2.69,0.68
2020,3,31,6.4721,20.1,81.0,2.6,1.96
2020,4,1,7.0682,20.21,82.08,3.07,0.81
2020,4,2,6.9163,21.36,75.46,3.35,1.13
2020,4,3,6.672,21.26,76.13,3.93,3.87
2020,4,4,6.289,21.49,72.51,3.55,0.05
2020,4,5,6.221,21.23,74.28,3.59,1.14
2020,4,6,6.2126,21.05,76.97,3.55,2.59
2020,4,7,5.79,21.02,75.94,4.06,0.52
2020,4,8,7.2758,21.02,73.88,3.62,0.61
2020,4,9,6.6072,21.15,70.9,3.57,0.61
2020,4,10,6.3295,20.99,70.99,3.34,0.2
2020,4,11,6.7171,21.3,71.7,2.61,0.96
2020,4,12,6.0497,21.55,72.89,2.74,1.65
2020,4,13,5.1221,20.45,78.72,3.02,1.29
2020,4,14,5.4547,21.12,75.28,2.12,1.83
2020,4,15,6.419,21.89,70.97,2.74,6.68
2020,4,16,6.7351,20.84,73.7,2.68,13.79
2020,4,17,5.5975,20.87,75.22,1.83,31.77
2020,4,18,5.0791,18.88,86.33,2.05,19.76
2020,4,19,3.9139,19.21,83.3,0.79,6.38
2020,4,20,4.3433,18.45,87.62,1.51,15.32
2020,4,21,4.0236,19.02,85.42,1.76,14.37
2020,4,22,4.1894,18.76,85.35,1.66,12.75
2020,4,23,2.8555,18.0,89.84,1.56,15.51
2020,4,24,5.6779,19.21,87.89,1.44,19.06
2020,4,25,4.2775,18.37,87.65,1.72,9.67
2020,4,26,4.4861,18.75,82.15,1.93,2.61
2020,4,27,5.4449,18.19,83.21,2.7,3.59
2020,4,28,5.4206,17.98,85.69,2.56,8.25
2020,4,29,5.4199,18.13,85.83,2.38,11.83
2020,4,30,4.8434,17.72,86.65,2.2,5.29
2020,5,1,5.5548,18.4,86.01,2.44,0.39
2020,5,2,4.6301,17.53,80.28,2.02,1.49
2020,5,3,5.5001,18.2,79.52,1.31,1.39
2020,5,4,6.173,19.06,81.67,1.71,0.74
2020,5,5,5.687,19.43,84.23,2.05,1.15
2020,5,6,5.5049,17.91,84.94,3.04,3.36
2020,5,7,5.1869,17.94,83.18,3.01,0.69
2020,5,8,3.9667,17.3,84.85,2.38,0.77
2020,5,9,4.6882,18.3,85.29,2.3,2.09
2020,5,10,4.3699,17.61,86.38,2.38,5.32
2020,5,11,4.2895,18.28,84.8,2.73,1.98
2020,5,12,5.4401,18.52,84.33,2.17,1.62
2020,5,13,6.3139,18.8,83.84,2.47,1.42
2020,5,14,6.589,19.6,80.2,1.41,0.96
2020,5,15,5.4773,19.33,85.1,2.19,3.68
2020,5,16,4.2607,17.79,83.84,1.6,0.8
2020,5,17,4.5319,17.82,80.09,1.7,0.06
2020,5,18,6.0862,17.74,75.27,1.44,0.12
2020,5,19,6.571,18.51,73.32,1.84,0.63
2020,5,20,5.6225,18.84,80.64,2.43,0.53
2020,5,21,4.0558,18.85,82.16,2.64,0.32
2020,5,22,5.5138,18.58,77.0,2.4,0.14
2020,5,23,5.5651,18.56,76.08,1.61,0.04
2020,5,24,5.2375,19.3,76.26,1.51,0.14
2020,5,25,6.0802,18.98,74.54,2.35,0.08
2020,5,26,6.3295,19.78,75.28,2.36,0.39
2020,5,27,6.2093,19.95,74.81,1.91,0.29
2020,5,28,6.3919,19.82,72.61,2.26,0.36
2020,5,29,5.7125,19.74,74.7,2.63,0.86
2020,5,30,6.8844,19.15,67.46,2.22,0.17
2020,5,31,6.8957,19.0,70.59,2.3,0.09
2020,6,1,5.3868,19.39,71.66,2.0,0.1
2020,6,2,6.1949,18.92,74.01,2.68,0.2
2020,6,3,5.2102,18.88,74.06,2.47,0.16
2020,6,4,6.3689,19.61,68.21,2.27,0.2
2020,6,5,6.2866,19.17,68.33,1.49,0.01
2020,6,6,6.1421,19.86,69.95,1.43,0.09
2020,6,7,5.8726,19.35,75.91,1.75,2.49
2020,6,8,2.5195,18.44,78.09,2.77,2.88
2020,6,9,4.9452,18.02,69.34,2.42,0.21
2020,6,10,1.9915,18.09,75.49,2.18,0.49
2020,6,11,5.2186,18.59,75.75,1.25,2.66
2020,6,12,4.4918,18.65,77.87,1.66,5.08
2020,6,13,4.135,18.01,79.95,1.7,3.41
2020,6,14,3.3062,17.33,79.46,2.13,3.88
2020,6,15,2.8236,17.48,77.17,1.32,1.59
2020,6,16,3.8376,17.95,75.28,1.83,0.32
2020,6,17,4.0603,17.71,72.37,2.19,0.14
2020,6,18,4.7227,18.02,71.04,1.49,0.09
2020,6,19,4.7501,18.51,74.33,1.55,0.17
2020,6,20,4.5636,18.64,76.4,1.9,3.6
2020,6,21,4.5014,17.18,81.95,1.72,10.64
2020,6,22,4.277,18.17,78.68,1.42,4.44
2020,6,23,4.3207,18.83,75.53,1.8,0.41
2020,6,24,4.9039,18.92,76.64,2.48,3.36
2020,6,25,5.1679,18.96,73.35,2.06,0.45
2020,6,26,5.8872,18.31,74.67,2.33,0.81
2020,6,27,5.2308,18.68,70.05,2.41,0.48
2020,6,28,6.0497,18.69,68.69,2.34,0.24
2020,6,29,6.1346,18.93,61.66,2.95,0.22
2020,6,30,6.7855,18.1,64.83,2.22,0.01
2020,7,1,4.0577,18.68,73.09,2.37,0.22
2020,7,2,4.0992,18.3,72.43,2.29,0.11
2020,7,3,4.0603,17.64,72.87,2.08,0.24
2020,7,4,5.3693,17.23,72.91,1.73,0.07
2020,7,5,4.1851,17.62,73.17,1.87,0.22
2020,7,6,4.0087,17.91,74.08,1.56,0.73
2020,7,7,3.9062,17.79,71.38,2.25,0.24
2020,7,8,4.4004,18.69,67.64,2.23,0.04
2020,7,9,5.5421,18.33,73.63,3.53,0.69
2020,7,10,4.2934,18.36,64.68,3.37,0.17
2020,7,11,6.2933,18.7,67.07,2.6,0.1
2020,7,12,6.2743,19.52,67.15,1.84,0.07
2020,7,13,4.1642,18.27,75.22,1.82,2.15
2020,7,14,4.4122,17.14,71.66,1.76,0.51
2020,7,15,3.9146,18.47,73.46,2.57,0.4
2020,7,16,3.5026,17.97,71.35,3.31,0.53
2020,7,17,4.3334,16.68,61.95,2.7,0.01
2020,7,18,3.8124,15.26,63.73,2.46,0.14
2020,7,19,4.6147,17.33,67.36,1.89,0.05
2020,7,20,3.6946,17.72,66.3,2.11,0.28
2020,7,21,4.3466,16.66,72.52,1.94,1.11
2020,7,22,4.7232,18.28,68.58,2.29,0.26
2020,7,23,5.5454,18.78,68.03,2.5,0.18
2020,7,24,4.4558,18.36,68.67,2.59,0.4
2020,7,25,5.9021,18.69,60.26,2.55,0.01
2020,7,26,5.2176,18.65,62.62,2.01,0.05
2020,7,27,4.3123,18.59,67.75,1.73,0.43
2020,7,28,2.8486,18.9,66.83,2.35,0.55
2020,7,29,4.273,19.67,61.16,2.35,0.06
2020,7,30,5.3105,19.71,62.85,3.03,0.06
2020,7,31,5.3537,20.06,64.57,2.8,0.4
2020,8,1,5.1336,19.76,61.79,3.15,0.16
2020,8,2,6.1234,18.4,58.01,3.2,0.02
2020,8,3,6.365,18.39,58.44,3.72,0.03
2020,8,4,5.4386,19.72,54.52,2.6,0.04
2020,8,5,5.7509,20.26,60.13,2.44,0.1
2020,8,6,6.6782,21.21,59.52,2.04,0.19
2020,8,7,4.9622,20.71,61.11,2.32,0.87
2020,8,8,5.7322,19.29,60.05,2.63,0.18
2020,8,9,4.6776,19.39,60.78,2.4,0.04
2020,8,10,5.945,20.04,61.15,2.48,0.11
2020,8,11,5.9966,20.38,61.27,2.13,1.19
2020,8,12,5.0786,19.45,67.92,1.92,1.71
2020,8,13,4.974,20.35,66.79,1.96,0.53
2020,8,14,4.9481,19.86,67.92,1.75,0.85
